id,tenant_id,table_id,customer_id,waiter_id,status,total_amount,prep_time_order,created_at,completed_at
58,019abac9-846f-75d0-8dfd-bcf9c9457866,17,16,8,Paid,1200000,14,2025-05-15 13:29:14.309+00,2025-05-15 14:26:14.309+00
59,019abac9-846f-75d0-8dfd-bcf9c9457866,2,,10,Pending,878000,14,2025-11-01 08:17:05.996+00,
60,019abac9-846f-75d0-8dfd-bcf9c9457866,6,9,6,Pending,1115000,57,2025-11-02 00:21:39.180+00,
61,019abac9-846f-75d0-8dfd-bcf9c9457866,22,9,4,Paid,2415000,19,2025-02-02 17:41:53.009+00,2025-02-02 18:44:53.009+00
62,019abac9-846f-75d0-8dfd-bcf9c9457866,16,,5,Completed,290000,38,2025-01-21 14:10:43.685+00,2025-01-21 15:21:43.685+00
63,019abac9-846f-75d0-8dfd-bcf9c9457866,20,43,5,Served,2420000,29,2025-04-10 21:34:00.339+00,2025-04-10 22:14:00.339+00
64,019abac9-846f-75d0-8dfd-bcf9c9457866,30,18,5,Approved,640000,45,2025-04-01 20:30:16.096+00,
65,019abac9-846f-75d0-8dfd-bcf9c9457866,27,,8,Paid,90000,34,2025-04-23 19:05:49.331+00,2025-04-23 20:13:49.331+00
66,019abac9-846f-75d0-8dfd-bcf9c9457866,24,,12,Pending,1482000,24,2025-12-22 11:22:14.977+00,
67,019abac9-846f-75d0-8dfd-bcf9c9457866,25,,7,Paid,368000,58,2025-03-15 21:42:16.544+00,2025-03-15 23:06:16.544+00
68,019abac9-846f-75d0-8dfd-bcf9c9457866,9,,,Unsubmit,1165000,20,2025-05-24 23:29:43.438+00,
69,019abac9-846f-75d0-8dfd-bcf9c9457866,29,,12,Completed,771000,52,2025-10-01 12:47:52.859+00,2025-10-01 13:52:52.859+00
70,019abac9-846f-75d0-8dfd-bcf9c9457866,5,29,4,Paid,75000,30,2025-12-05 03:31:34.604+00,2025-12-05 04:01:34.604+00
71,019abac9-846f-75d0-8dfd-bcf9c9457866,29,22,7,Pending,100000,58,2025-10-30 10:59:50.730+00,
72,019abac9-846f-75d0-8dfd-bcf9c9457866,12,,6,Paid,903000,24,2025-04-17 05:57:33.762+00,2025-04-17 07:23:33.762+00
73,019abac9-846f-75d0-8dfd-bcf9c9457866,5,22,6,Paid,375000,14,2025-09-11 22:44:37.645+00,2025-09-11 23:16:37.645+00
74,019abac9-846f-75d0-8dfd-bcf9c9457866,20,,3,Paid,1922000,18,2026-01-14 09:53:29.811+00,2026-01-14 10:26:29.811+00
75,019abac9-846f-75d0-8dfd-bcf9c9457866,17,34,9,Paid,1855000,25,2026-01-05 17:53:04.864+00,2026-01-05 19:12:04.864+00
76,019abac9-846f-75d0-8dfd-bcf9c9457866,23,,6,Cancelled,380000,10,2025-09-30 11:24:35.807+00,
77,019abac9-846f-75d0-8dfd-bcf9c9457866,10,24,12,Completed,220000,23,2025-03-21 11:27:14.824+00,2025-03-21 11:53:14.824+00
78,019abac9-846f-75d0-8dfd-bcf9c9457866,5,31,,Unsubmit,680000,48,2025-01-18 05:12:36.921+00,
79,019abac9-846f-75d0-8dfd-bcf9c9457866,27,18,4,Pending,1339000,38,2025-07-25 12:43:19.896+00,
80,019abac9-846f-75d0-8dfd-bcf9c9457866,7,22,3,Approved,190000,15,2025-07-22 06:41:58.006+00,
81,019abac9-846f-75d0-8dfd-bcf9c9457866,27,49,8,Paid,1235000,11,2025-09-30 04:46:04.685+00,2025-09-30 05:46:04.685+00
82,019abac9-846f-75d0-8dfd-bcf9c9457866,21,,5,Paid,755000,14,2025-07-13 14:33:16.637+00,2025-07-13 15:25:16.637+00
83,019abac9-846f-75d0-8dfd-bcf9c9457866,17,26,5,Paid,860000,19,2025-02-04 03:24:01.706+00,2025-02-04 04:41:01.706+00
84,019abac9-846f-75d0-8dfd-bcf9c9457866,20,,8,Approved,325000,34,2025-01-31 04:53:18.302+00,
85,019abac9-846f-75d0-8dfd-bcf9c9457866,13,,8,Paid,75000,23,2025-03-29 21:23:58.080+00,2025-03-29 22:46:58.080+00
86,019abac9-846f-75d0-8dfd-bcf9c9457866,10,38,4,Paid,633000,12,2026-01-09 06:12:38.743+00,2026-01-09 07:25:38.743+00
87,019abac9-846f-75d0-8dfd-bcf9c9457866,8,42,9,Completed,885000,30,2025-10-22 06:12:06.844+00,2025-10-22 07:29:06.844+00
88,019abac9-846f-75d0-8dfd-bcf9c9457866,14,19,4,Served,630000,56,2025-10-14 04:50:13.081+00,2025-10-14 06:01:13.081+00
89,019abac9-846f-75d0-8dfd-bcf9c9457866,15,49,10,Paid,1592000,13,2025-12-06 06:36:37.648+00,2025-12-06 07:15:37.648+00
90,019abac9-846f-75d0-8dfd-bcf9c9457866,26,,3,Paid,1613000,10,2025-07-05 18:25:55.496+00,2025-07-05 19:38:55.496+00
91,019abac9-846f-75d0-8dfd-bcf9c9457866,17,,8,Paid,275000,13,2025-05-23 05:05:43.820+00,2025-05-23 06:35:43.820+00
92,019abac9-846f-75d0-8dfd-bcf9c9457866,23,5,11,Completed,840000,29,2025-12-02 00:00:18.503+00,2025-12-02 01:21:18.503+00
93,019abac9-846f-75d0-8dfd-bcf9c9457866,2,6,9,Pending,2010000,49,2025-06-03 15:42:29.246+00,
94,019abac9-846f-75d0-8dfd-bcf9c9457866,3,13,7,Completed,657000,48,2025-08-23 12:34:52.901+00,2025-08-23 13:08:52.901+00
95,019abac9-846f-75d0-8dfd-bcf9c9457866,7,,3,Paid,1800000,47,2025-12-23 04:58:42.595+00,2025-12-23 05:18:42.595+00
96,019abac9-846f-75d0-8dfd-bcf9c9457866,21,25,8,Pending,1425000,27,2026-01-03 00:41:05.178+00,
97,019abac9-846f-75d0-8dfd-bcf9c9457866,30,,6,Completed,976000,12,2025-10-02 00:47:01.337+00,2025-10-02 02:03:01.337+00
98,019abac9-846f-75d0-8dfd-bcf9c9457866,27,21,5,Paid,195000,56,2025-06-06 02:46:13.606+00,2025-06-06 03:42:13.606+00
99,019abac9-846f-75d0-8dfd-bcf9c9457866,27,,4,Pending,849000,28,2025-09-08 17:16:20.014+00,
100,019abac9-846f-75d0-8dfd-bcf9c9457866,28,30,8,Completed,1449000,36,2025-02-17 08:57:46.094+00,2025-02-17 10:18:46.094+00
101,019abac9-846f-75d0-8dfd-bcf9c9457866,1,49,9,Paid,749000,43,2025-12-05 14:20:53.696+00,2025-12-05 15:46:53.696+00
102,019abac9-846f-75d0-8dfd-bcf9c9457866,14,48,3,Paid,650000,49,2025-02-03 10:18:11.759+00,2025-02-03 11:15:11.759+00
103,019abac9-846f-75d0-8dfd-bcf9c9457866,1,15,10,Pending,961000,19,2025-03-09 04:40:51.886+00,
104,019abac9-846f-75d0-8dfd-bcf9c9457866,14,,9,Completed,450000,43,2025-05-09 12:50:07.492+00,2025-05-09 13:22:07.492+00
105,019abac9-846f-75d0-8dfd-bcf9c9457866,5,8,12,Paid,70000,21,2025-04-18 17:48:20.913+00,2025-04-18 19:11:20.913+00
106,019abac9-846f-75d0-8dfd-bcf9c9457866,10,5,11,Paid,771000,14,2025-10-18 11:08:56.018+00,2025-10-18 11:28:56.018+00
107,019abac9-846f-75d0-8dfd-bcf9c9457866,7,17,10,Paid,765000,10,2025-02-02 10:52:27.616+00,2025-02-02 11:59:27.616+00
108,019abac9-846f-75d0-8dfd-bcf9c9457866,20,15,7,Paid,75000,52,2025-11-20 14:41:29.741+00,2025-11-20 16:03:29.741+00
109,019abac9-846f-75d0-8dfd-bcf9c9457866,4,8,4,Paid,615000,39,2025-03-16 04:14:20.949+00,2025-03-16 04:36:20.949+00
110,019abac9-846f-75d0-8dfd-bcf9c9457866,12,,7,Paid,375000,17,2025-12-22 21:00:05.389+00,2025-12-22 21:30:05.389+00
111,019abac9-846f-75d0-8dfd-bcf9c9457866,27,,9,Completed,1310000,16,2025-02-12 09:58:05.116+00,2025-02-12 11:10:05.116+00
112,019abac9-846f-75d0-8dfd-bcf9c9457866,14,5,4,Paid,1596000,20,2025-05-27 16:24:35.789+00,2025-05-27 16:43:35.789+00
113,019abac9-846f-75d0-8dfd-bcf9c9457866,5,41,8,Approved,1022000,31,2025-08-23 03:16:33.789+00,
114,019abac9-846f-75d0-8dfd-bcf9c9457866,29,25,5,Paid,340000,23,2025-08-17 16:26:31.214+00,2025-08-17 17:16:31.214+00
115,019abac9-846f-75d0-8dfd-bcf9c9457866,3,39,7,Paid,340000,30,2025-08-10 20:59:40.116+00,2025-08-10 21:14:40.116+00
116,019abac9-846f-75d0-8dfd-bcf9c9457866,13,,11,Paid,254000,48,2025-06-09 08:19:05.215+00,2025-06-09 09:09:05.215+00
117,019abac9-846f-75d0-8dfd-bcf9c9457866,7,19,5,Paid,867000,46,2025-06-21 15:09:42.848+00,2025-06-21 16:14:42.848+00
118,019abac9-846f-75d0-8dfd-bcf9c9457866,11,42,6,Served,600000,49,2025-08-25 08:55:00.580+00,2025-08-25 09:27:00.580+00
119,019abac9-846f-75d0-8dfd-bcf9c9457866,16,39,3,Served,745000,55,2025-11-14 15:31:20.799+00,2025-11-14 15:46:20.799+00
120,019abac9-846f-75d0-8dfd-bcf9c9457866,14,44,8,Paid,1045000,59,2025-08-19 01:19:15.715+00,2025-08-19 02:14:15.715+00
121,019abac9-846f-75d0-8dfd-bcf9c9457866,23,13,,Unsubmit,800000,43,2025-04-01 09:38:10.849+00,
122,019abac9-846f-75d0-8dfd-bcf9c9457866,2,,4,Completed,1075000,27,2025-05-23 18:12:32.727+00,2025-05-23 18:59:32.727+00
123,019abac9-846f-75d0-8dfd-bcf9c9457866,7,,4,Pending,65000,55,2025-11-26 15:00:02.260+00,
124,019abac9-846f-75d0-8dfd-bcf9c9457866,1,,4,Paid,43000,10,2025-11-05 12:37:23.979+00,2025-11-05 12:58:23.979+00
125,019abac9-846f-75d0-8dfd-bcf9c9457866,27,38,7,Completed,1716000,22,2025-03-31 23:00:44.839+00,2025-03-31 23:48:44.839+00
126,019abac9-846f-75d0-8dfd-bcf9c9457866,1,21,12,Pending,220000,27,2025-03-14 12:46:12.974+00,
127,019abac9-846f-75d0-8dfd-bcf9c9457866,18,,4,Paid,880000,60,2026-01-07 23:57:33.000+00,2026-01-08 00:17:33.000+00
128,019abac9-846f-75d0-8dfd-bcf9c9457866,27,36,11,Served,928000,48,2025-04-18 07:15:27.551+00,2025-04-18 08:36:27.551+00
129,019abac9-846f-75d0-8dfd-bcf9c9457866,1,,8,Paid,160000,13,2025-04-24 20:09:44.593+00,2025-04-24 21:04:44.593+00
130,019abac9-846f-75d0-8dfd-bcf9c9457866,6,,10,Paid,626000,15,2025-08-27 14:55:44.772+00,2025-08-27 15:53:44.772+00
131,019abac9-846f-75d0-8dfd-bcf9c9457866,17,13,4,Paid,533000,37,2025-09-22 11:40:01.703+00,2025-09-22 12:25:01.703+00
132,019abac9-846f-75d0-8dfd-bcf9c9457866,18,14,11,Pending,393000,15,2025-11-07 13:28:12.371+00,
133,019abac9-846f-75d0-8dfd-bcf9c9457866,19,23,4,Paid,745000,45,2025-03-05 16:46:45.159+00,2025-03-05 17:24:45.159+00
134,019abac9-846f-75d0-8dfd-bcf9c9457866,27,21,11,Paid,1370000,12,2025-12-17 06:39:22.313+00,2025-12-17 07:42:22.313+00
135,019abac9-846f-75d0-8dfd-bcf9c9457866,27,4,8,Paid,1550000,23,2025-07-22 22:15:47.450+00,2025-07-22 22:38:47.450+00
136,019abac9-846f-75d0-8dfd-bcf9c9457866,6,49,6,Paid,2165000,56,2025-12-27 03:39:24.918+00,2025-12-27 04:59:24.918+00
137,019abac9-846f-75d0-8dfd-bcf9c9457866,24,46,11,Paid,1115000,44,2025-08-23 13:11:26.912+00,2025-08-23 14:41:26.912+00
138,019abac9-846f-75d0-8dfd-bcf9c9457866,15,,8,Paid,281000,25,2025-09-02 02:08:21.404+00,2025-09-02 02:45:21.404+00
139,019abac9-846f-75d0-8dfd-bcf9c9457866,22,43,9,Paid,925000,13,2026-01-04 04:57:32.094+00,2026-01-04 05:21:32.094+00
140,019abac9-846f-75d0-8dfd-bcf9c9457866,5,11,8,Approved,1482000,42,2025-05-05 04:53:52.223+00,
141,019abac9-846f-75d0-8dfd-bcf9c9457866,13,,3,Paid,445000,53,2025-07-26 13:43:30.296+00,2025-07-26 14:35:30.296+00
142,019abac9-846f-75d0-8dfd-bcf9c9457866,7,45,6,Served,1691000,26,2026-01-11 10:28:49.792+00,2026-01-11 11:54:49.792+00
143,019abac9-846f-75d0-8dfd-bcf9c9457866,23,39,10,Paid,2100000,19,2025-03-13 20:42:07.913+00,2025-03-13 22:11:07.913+00
144,019abac9-846f-75d0-8dfd-bcf9c9457866,12,,,Unsubmit,132000,47,2025-07-25 04:08:38.894+00,
145,019abac9-846f-75d0-8dfd-bcf9c9457866,3,12,4,Served,244000,20,2025-11-05 07:46:39.931+00,2025-11-05 08:51:39.931+00
146,019abac9-846f-75d0-8dfd-bcf9c9457866,24,41,11,Paid,1087000,25,2025-10-26 06:36:15.263+00,2025-10-26 07:21:15.263+00
147,019abac9-846f-75d0-8dfd-bcf9c9457866,24,23,7,Pending,240000,35,2025-05-25 15:30:19.285+00,
148,019abac9-846f-75d0-8dfd-bcf9c9457866,10,,9,Paid,1291000,56,2025-07-18 01:44:18.541+00,2025-07-18 02:51:18.541+00
149,019abac9-846f-75d0-8dfd-bcf9c9457866,21,23,7,Paid,223000,15,2025-06-28 23:21:46.456+00,2025-06-29 00:19:46.456+00
150,019abac9-846f-75d0-8dfd-bcf9c9457866,13,31,10,Served,950000,29,2025-06-14 04:02:12.759+00,2025-06-14 05:16:12.759+00
151,019abac9-846f-75d0-8dfd-bcf9c9457866,3,11,4,Paid,70000,56,2025-08-14 15:39:59.330+00,2025-08-14 16:06:59.330+00
152,019abac9-846f-75d0-8dfd-bcf9c9457866,27,42,3,Completed,1165000,43,2025-02-08 23:06:13.852+00,2025-02-09 00:19:13.852+00
153,019abac9-846f-75d0-8dfd-bcf9c9457866,5,19,6,Paid,992000,51,2025-05-27 01:39:10.341+00,2025-05-27 02:46:10.341+00
154,019abac9-846f-75d0-8dfd-bcf9c9457866,7,,3,Served,1627000,56,2025-05-01 15:35:42.698+00,2025-05-01 17:04:42.698+00
155,019abac9-846f-75d0-8dfd-bcf9c9457866,3,,5,Paid,1079000,48,2025-07-12 06:50:01.126+00,2025-07-12 08:08:01.126+00
156,019abac9-846f-75d0-8dfd-bcf9c9457866,24,24,4,Paid,770000,12,2025-11-01 01:50:59.738+00,2025-11-01 02:37:59.738+00
157,019abac9-846f-75d0-8dfd-bcf9c9457866,17,8,9,Approved,1415000,47,2025-10-19 08:31:38.555+00,
158,019abac9-846f-75d0-8dfd-bcf9c9457866,15,25,4,Pending,1100000,58,2025-05-10 14:11:13.135+00,
159,019abac9-846f-75d0-8dfd-bcf9c9457866,30,,11,Paid,1847000,60,2025-03-28 20:54:56.763+00,2025-03-28 21:32:56.763+00
160,019abac9-846f-75d0-8dfd-bcf9c9457866,24,43,5,Cancelled,1089000,32,2025-02-12 03:00:57.716+00,
161,019abac9-846f-75d0-8dfd-bcf9c9457866,30,13,8,Served,331000,53,2025-05-24 22:25:33.742+00,2025-05-24 23:23:33.742+00
162,019abac9-846f-75d0-8dfd-bcf9c9457866,26,38,10,Served,1112000,45,2025-03-10 16:53:06.209+00,2025-03-10 17:50:06.209+00
163,019abac9-846f-75d0-8dfd-bcf9c9457866,13,9,8,Paid,615000,51,2025-12-05 04:22:26.037+00,2025-12-05 04:37:26.037+00
164,019abac9-846f-75d0-8dfd-bcf9c9457866,7,50,5,Pending,675000,34,2025-01-21 06:21:31.315+00,
165,019abac9-846f-75d0-8dfd-bcf9c9457866,18,31,10,Paid,2268000,22,2026-01-05 21:26:37.054+00,2026-01-05 21:57:37.054+00
166,019abac9-846f-75d0-8dfd-bcf9c9457866,26,5,10,Served,845000,20,2025-12-12 15:31:37.016+00,2025-12-12 16:02:37.016+00
167,019abac9-846f-75d0-8dfd-bcf9c9457866,29,,3,Pending,1220000,34,2025-05-19 06:58:07.849+00,
168,019abac9-846f-75d0-8dfd-bcf9c9457866,5,27,8,Paid,210000,16,2026-01-02 04:55:28.327+00,2026-01-02 06:08:28.327+00
169,019abac9-846f-75d0-8dfd-bcf9c9457866,12,,5,Cancelled,1000000,29,2025-11-17 10:22:36.094+00,
170,019abac9-846f-75d0-8dfd-bcf9c9457866,24,,9,Served,484000,13,2025-08-29 10:31:48.619+00,2025-08-29 10:59:48.619+00
171,019abac9-846f-75d0-8dfd-bcf9c9457866,18,,9,Paid,450000,33,2026-01-15 17:35:26.864+00,2026-01-15 18:57:26.864+00
172,019abac9-846f-75d0-8dfd-bcf9c9457866,27,34,5,Served,785000,42,2025-10-08 18:08:11.095+00,2025-10-08 18:55:11.095+00
173,019abac9-846f-75d0-8dfd-bcf9c9457866,21,7,5,Cancelled,1514000,10,2025-03-01 08:24:37.250+00,
174,019abac9-846f-75d0-8dfd-bcf9c9457866,20,26,6,Served,1290000,35,2025-04-03 16:00:55.364+00,2025-04-03 17:18:55.364+00
175,019abac9-846f-75d0-8dfd-bcf9c9457866,18,14,6,Paid,135000,58,2025-02-05 20:10:46.749+00,2025-02-05 20:44:46.749+00
176,019abac9-846f-75d0-8dfd-bcf9c9457866,17,33,9,Served,720000,14,2025-10-27 06:49:37.446+00,2025-10-27 07:41:37.446+00
177,019abac9-846f-75d0-8dfd-bcf9c9457866,13,21,11,Pending,40000,30,2025-12-22 11:20:12.270+00,
178,019abac9-846f-75d0-8dfd-bcf9c9457866,22,24,11,Paid,257000,23,2025-07-03 05:40:54.893+00,2025-07-03 06:22:54.893+00
179,019abac9-846f-75d0-8dfd-bcf9c9457866,20,,11,Served,335000,45,2025-12-06 01:11:58.452+00,2025-12-06 01:31:58.452+00
180,019abac9-846f-75d0-8dfd-bcf9c9457866,23,,6,Paid,605000,43,2025-10-16 03:22:39.090+00,2025-10-16 04:27:39.090+00
181,019abac9-846f-75d0-8dfd-bcf9c9457866,20,32,10,Paid,1785000,16,2025-02-15 19:09:08.166+00,2025-02-15 19:30:08.166+00
182,019abac9-846f-75d0-8dfd-bcf9c9457866,12,,7,Served,1175000,43,2025-10-24 15:50:08.395+00,2025-10-24 17:17:08.395+00
183,019abac9-846f-75d0-8dfd-bcf9c9457866,20,,8,Paid,830000,18,2025-04-04 16:16:39.247+00,2025-04-04 17:22:39.247+00
184,019abac9-846f-75d0-8dfd-bcf9c9457866,8,,5,Paid,1119000,47,2025-07-15 08:52:34.159+00,2025-07-15 09:19:34.159+00
185,019abac9-846f-75d0-8dfd-bcf9c9457866,4,30,3,Cancelled,965000,52,2025-08-31 09:24:58.803+00,
186,019abac9-846f-75d0-8dfd-bcf9c9457866,12,,12,Paid,1540000,34,2025-05-22 23:34:50.441+00,2025-05-23 00:21:50.441+00
187,019abac9-846f-75d0-8dfd-bcf9c9457866,25,21,11,Paid,1130000,14,2025-06-21 15:15:58.985+00,2025-06-21 15:40:58.985+00
188,019abac9-846f-75d0-8dfd-bcf9c9457866,21,34,8,Paid,600000,59,2025-04-22 03:52:26.053+00,2025-04-22 04:13:26.053+00
189,019abac9-846f-75d0-8dfd-bcf9c9457866,4,39,7,Served,1206000,43,2025-12-23 06:25:19.232+00,2025-12-23 06:56:19.232+00
