id,tenant_id,order_id,amount,subtotal,discount_percent,discount_amount,tax_rate,tax_amount,service_charge_rate,service_charge_amount,payment_method,paid_at
76,019abac9-846f-75d0-8dfd-bcf9c9457866,105,73500,70000,0,0,5,3500,0,0,Cash,2025-04-18 19:11:20.913+00
77,019abac9-846f-75d0-8dfd-bcf9c9457866,106,728595,771000,10,77100,5,34695,0,0,E-Wallet,2025-10-18 11:28:56.018+00
78,019abac9-846f-75d0-8dfd-bcf9c9457866,107,722925,765000,10,76500,5,34425,0,0,Cash,2025-02-02 11:59:27.616+00
79,019abac9-846f-75d0-8dfd-bcf9c9457866,108,78750,75000,0,0,5,3750,0,0,E-Wallet,2025-11-20 16:03:29.741+00
80,019abac9-846f-75d0-8dfd-bcf9c9457866,109,581175,615000,10,61500,5,27675,0,0,Cash,2025-03-16 04:36:20.949+00
81,019abac9-846f-75d0-8dfd-bcf9c9457866,110,393750,375000,0,0,5,18750,0,0,Card,2025-12-22 21:30:05.389+00
82,019abac9-846f-75d0-8dfd-bcf9c9457866,111,1169175,1310000,15,196500,5,55675,0,0,E-Wallet,2025-02-12 11:10:05.116+00
83,019abac9-846f-75d0-8dfd-bcf9c9457866,112,1424430,1596000,15,239400,5,67830,0,0,Card,2025-05-27 16:43:35.789+00
84,019abac9-846f-75d0-8dfd-bcf9c9457866,114,357000,340000,0,0,5,17000,0,0,E-Wallet,2025-08-17 17:16:31.214+00
85,019abac9-846f-75d0-8dfd-bcf9c9457866,115,357000,340000,0,0,5,17000,0,0,Cash,2025-08-10 21:14:40.116+00
86,019abac9-846f-75d0-8dfd-bcf9c9457866,116,266700,254000,0,0,5,12700,0,0,E-Wallet,2025-06-09 09:09:05.215+00
87,019abac9-846f-75d0-8dfd-bcf9c9457866,117,819315,867000,10,86700,5,39015,0,0,E-Wallet,2025-06-21 16:14:42.848+00
88,019abac9-846f-75d0-8dfd-bcf9c9457866,118,567000,600000,10,60000,5,27000,0,0,E-Wallet,2025-08-25 09:27:00.580+00
89,019abac9-846f-75d0-8dfd-bcf9c9457866,119,704025,745000,10,74500,5,33525,0,0,Card,2025-11-14 15:46:20.799+00
90,019abac9-846f-75d0-8dfd-bcf9c9457866,120,932662.5,1045000,15,156750,5,44412.5,0,0,Cash,2025-08-19 02:14:15.715+00
91,019abac9-846f-75d0-8dfd-bcf9c9457866,122,959437.5,1075000,15,161250,5,45687.5,0,0,Cash,2025-05-23 18:59:32.727+00
92,019abac9-846f-75d0-8dfd-bcf9c9457866,124,45150,43000,0,0,5,2150,0,0,Cash,2025-11-05 12:58:23.979+00
93,019abac9-846f-75d0-8dfd-bcf9c9457866,125,1531530,1716000,15,257400,5,72930,0,0,Cash,2025-03-31 23:48:44.839+00
94,019abac9-846f-75d0-8dfd-bcf9c9457866,127,831600,880000,10,88000,5,39600,0,0,Card,2026-01-08 00:17:33.000+00
95,019abac9-846f-75d0-8dfd-bcf9c9457866,128,876960,928000,10,92800,5,41760,0,0,Card,2025-04-18 08:36:27.551+00
96,019abac9-846f-75d0-8dfd-bcf9c9457866,129,168000,160000,0,0,5,8000,0,0,Cash,2025-04-24 21:04:44.593+00
97,019abac9-846f-75d0-8dfd-bcf9c9457866,130,591570,626000,10,62600,5,28170,0,0,Card,2025-08-27 15:53:44.772+00
98,019abac9-846f-75d0-8dfd-bcf9c9457866,131,503685,533000,10,53300,5,23985,0,0,Card,2025-09-22 12:25:01.703+00
99,019abac9-846f-75d0-8dfd-bcf9c9457866,133,704025,745000,10,74500,5,33525,0,0,Cash,2025-03-05 17:24:45.159+00
100,019abac9-846f-75d0-8dfd-bcf9c9457866,134,1222725,1370000,15,205500,5,58225,0,0,Card,2025-12-17 07:42:22.313+00
101,019abac9-846f-75d0-8dfd-bcf9c9457866,135,1383375,1550000,15,232500,5,65875,0,0,Cash,2025-07-22 22:38:47.450+00
102,019abac9-846f-75d0-8dfd-bcf9c9457866,136,1932262.5,2165000,15,324750,5,92012.5,0,0,Cash,2025-12-27 04:59:24.918+00
103,019abac9-846f-75d0-8dfd-bcf9c9457866,137,995137.5,1115000,15,167250,5,47387.5,0,0,Card,2025-08-23 14:41:26.912+00
104,019abac9-846f-75d0-8dfd-bcf9c9457866,138,295050,281000,0,0,5,14050,0,0,Card,2025-09-02 02:45:21.404+00
105,019abac9-846f-75d0-8dfd-bcf9c9457866,139,874125,925000,10,92500,5,41625,0,0,Cash,2026-01-04 05:21:32.094+00
106,019abac9-846f-75d0-8dfd-bcf9c9457866,141,467250,445000,0,0,5,22250,0,0,Cash,2025-07-26 14:35:30.296+00
107,019abac9-846f-75d0-8dfd-bcf9c9457866,142,1509217.5,1691000,15,253650,5,71867.5,0,0,Cash,2026-01-11 11:54:49.792+00
108,019abac9-846f-75d0-8dfd-bcf9c9457866,143,1874250,2100000,15,315000,5,89250,0,0,E-Wallet,2025-03-13 22:11:07.913+00
109,019abac9-846f-75d0-8dfd-bcf9c9457866,145,256200,244000,0,0,5,12200,0,0,Cash,2025-11-05 08:51:39.931+00
110,019abac9-846f-75d0-8dfd-bcf9c9457866,146,970147.5,1087000,15,163050,5,46197.5,0,0,E-Wallet,2025-10-26 07:21:15.263+00
111,019abac9-846f-75d0-8dfd-bcf9c9457866,148,1152217.5,1291000,15,193650,5,54867.5,0,0,Cash,2025-07-18 02:51:18.541+00
112,019abac9-846f-75d0-8dfd-bcf9c9457866,149,234150,223000,0,0,5,11150,0,0,Card,2025-06-29 00:19:46.456+00
113,019abac9-846f-75d0-8dfd-bcf9c9457866,150,897750,950000,10,95000,5,42750,0,0,Card,2025-06-14 05:16:12.759+00
114,019abac9-846f-75d0-8dfd-bcf9c9457866,151,73500,70000,0,0,5,3500,0,0,Cash,2025-08-14 16:06:59.330+00
115,019abac9-846f-75d0-8dfd-bcf9c9457866,152,1039762.5,1165000,15,174750,5,49512.5,0,0,Cash,2025-02-09 00:19:13.852+00
116,019abac9-846f-75d0-8dfd-bcf9c9457866,153,937440,992000,10,99200,5,44640,0,0,Cash,2025-05-27 02:46:10.341+00
117,019abac9-846f-75d0-8dfd-bcf9c9457866,154,1452097.5,1627000,15,244050,5,69147.5,0,0,Card,2025-05-01 17:04:42.698+00
118,019abac9-846f-75d0-8dfd-bcf9c9457866,155,963007.5,1079000,15,161850,5,45857.5,0,0,E-Wallet,2025-07-12 08:08:01.126+00
119,019abac9-846f-75d0-8dfd-bcf9c9457866,156,727650,770000,10,77000,5,34650,0,0,E-Wallet,2025-11-01 02:37:59.738+00
120,019abac9-846f-75d0-8dfd-bcf9c9457866,159,1648447.5,1847000,15,277050,5,78497.5,0,0,E-Wallet,2025-03-28 21:32:56.763+00
121,019abac9-846f-75d0-8dfd-bcf9c9457866,161,347550,331000,0,0,5,16550,0,0,E-Wallet,2025-05-24 23:23:33.742+00
122,019abac9-846f-75d0-8dfd-bcf9c9457866,162,992460,1112000,15,166800,5,47260,0,0,E-Wallet,2025-03-10 17:50:06.209+00
123,019abac9-846f-75d0-8dfd-bcf9c9457866,163,581175,615000,10,61500,5,27675,0,0,Card,2025-12-05 04:37:26.037+00
124,019abac9-846f-75d0-8dfd-bcf9c9457866,165,2024190,2268000,15,340200,5,96390,0,0,E-Wallet,2026-01-05 21:57:37.054+00
125,019abac9-846f-75d0-8dfd-bcf9c9457866,166,798525,845000,10,84500,5,38025,0,0,E-Wallet,2025-12-12 16:02:37.016+00
126,019abac9-846f-75d0-8dfd-bcf9c9457866,168,220500,210000,0,0,5,10500,0,0,E-Wallet,2026-01-02 06:08:28.327+00
127,019abac9-846f-75d0-8dfd-bcf9c9457866,170,508200,484000,0,0,5,24200,0,0,E-Wallet,2025-08-29 10:59:48.619+00
128,019abac9-846f-75d0-8dfd-bcf9c9457866,171,472500,450000,0,0,5,22500,0,0,Card,2026-01-15 18:57:26.864+00
129,019abac9-846f-75d0-8dfd-bcf9c9457866,172,741825,785000,10,78500,5,35325,0,0,Cash,2025-10-08 18:55:11.095+00
130,019abac9-846f-75d0-8dfd-bcf9c9457866,174,1151325,1290000,15,193500,5,54825,0,0,Cash,2025-04-03 17:18:55.364+00
131,019abac9-846f-75d0-8dfd-bcf9c9457866,175,141750,135000,0,0,5,6750,0,0,Cash,2025-02-05 20:44:46.749+00
132,019abac9-846f-75d0-8dfd-bcf9c9457866,176,680400,720000,10,72000,5,32400,0,0,Cash,2025-10-27 07:41:37.446+00
133,019abac9-846f-75d0-8dfd-bcf9c9457866,178,269850,257000,0,0,5,12850,0,0,E-Wallet,2025-07-03 06:22:54.893+00
134,019abac9-846f-75d0-8dfd-bcf9c9457866,179,351750,335000,0,0,5,16750,0,0,Cash,2025-12-06 01:31:58.452+00
135,019abac9-846f-75d0-8dfd-bcf9c9457866,180,571725,605000,10,60500,5,27225,0,0,Card,2025-10-16 04:27:39.090+00
136,019abac9-846f-75d0-8dfd-bcf9c9457866,181,1593112.5,1785000,15,267750,5,75862.5,0,0,Card,2025-02-15 19:30:08.166+00
137,019abac9-846f-75d0-8dfd-bcf9c9457866,182,1048687.5,1175000,15,176250,5,49937.5,0,0,E-Wallet,2025-10-24 17:17:08.395+00
138,019abac9-846f-75d0-8dfd-bcf9c9457866,183,784350,830000,10,83000,5,37350,0,0,E-Wallet,2025-04-04 17:22:39.247+00
139,019abac9-846f-75d0-8dfd-bcf9c9457866,184,998707.5,1119000,15,167850,5,47557.5,0,0,Cash,2025-07-15 09:19:34.159+00
140,019abac9-846f-75d0-8dfd-bcf9c9457866,186,1374450,1540000,15,231000,5,65450,0,0,E-Wallet,2025-05-23 00:21:50.441+00
141,019abac9-846f-75d0-8dfd-bcf9c9457866,187,1008525,1130000,15,169500,5,48025,0,0,E-Wallet,2025-06-21 15:40:58.985+00
142,019abac9-846f-75d0-8dfd-bcf9c9457866,188,567000,600000,10,60000,5,27000,0,0,Cash,2025-04-22 04:13:26.053+00
143,019abac9-846f-75d0-8dfd-bcf9c9457866,189,1076355,1206000,15,180900,5,51255,0,0,Cash,2025-12-23 06:56:19.232+00
144,019abac9-846f-75d0-8dfd-bcf9c9457866,190,1429785,1602000,15,240300,5,68085,0,0,E-Wallet,2025-06-03 05:57:51.368+00
145,019abac9-846f-75d0-8dfd-bcf9c9457866,192,1050472.5,1177000,15,176550,5,50022.5,0,0,E-Wallet,2025-10-15 09:22:16.428+00
146,019abac9-846f-75d0-8dfd-bcf9c9457866,194,1062075,1190000,15,178500,5,50575,0,0,Cash,2025-07-07 01:50:04.516+00
147,019abac9-846f-75d0-8dfd-bcf9c9457866,195,451500,430000,0,0,5,21500,0,0,Card,2026-01-03 09:26:13.461+00
148,019abac9-846f-75d0-8dfd-bcf9c9457866,196,199500,190000,0,0,5,9500,0,0,Cash,2025-06-29 01:50:49.335+00
149,019abac9-846f-75d0-8dfd-bcf9c9457866,198,1467270,1644000,15,246600,5,69870,0,0,E-Wallet,2025-04-01 05:59:27.832+00
150,019abac9-846f-75d0-8dfd-bcf9c9457866,199,1267350,1420000,15,213000,5,60350,0,0,E-Wallet,2025-07-03 08:56:38.922+00
151,019abac9-846f-75d0-8dfd-bcf9c9457866,200,1319115,1478000,15,221700,5,62815,0,0,Card,2025-05-26 21:45:47.089+00
152,019abac9-846f-75d0-8dfd-bcf9c9457866,201,1498507.5,1679000,15,251850,5,71357.5,0,0,Card,2025-06-02 21:54:08.103+00
153,019abac9-846f-75d0-8dfd-bcf9c9457866,202,1401225,1570000,15,235500,5,66725,0,0,E-Wallet,2025-04-19 12:16:03.598+00
154,019abac9-846f-75d0-8dfd-bcf9c9457866,203,519750,550000,10,55000,5,24750,0,0,E-Wallet,2025-11-07 21:18:01.166+00
155,019abac9-846f-75d0-8dfd-bcf9c9457866,204,637875,675000,10,67500,5,30375,0,0,E-Wallet,2025-06-22 15:06:29.126+00
156,019abac9-846f-75d0-8dfd-bcf9c9457866,207,901530,954000,10,95400,5,42930,0,0,Cash,2025-02-16 22:24:37.893+00
157,019abac9-846f-75d0-8dfd-bcf9c9457866,208,1186132.5,1329000,15,199350,5,56482.5,0,0,E-Wallet,2025-12-02 00:47:13.162+00
158,019abac9-846f-75d0-8dfd-bcf9c9457866,209,2048287.5,2295000,15,344250,5,97537.5,0,0,E-Wallet,2025-08-10 09:49:42.709+00
159,019abac9-846f-75d0-8dfd-bcf9c9457866,210,713475,755000,10,75500,5,33975,0,0,Cash,2025-11-20 02:03:53.598+00
160,019abac9-846f-75d0-8dfd-bcf9c9457866,211,73500,70000,0,0,5,3500,0,0,E-Wallet,2025-11-28 21:41:15.190+00
161,019abac9-846f-75d0-8dfd-bcf9c9457866,212,2158957.5,2419000,15,362850,5,102807.5,0,0,Cash,2025-09-01 02:00:25.562+00
162,019abac9-846f-75d0-8dfd-bcf9c9457866,213,959437.5,1075000,15,161250,5,45687.5,0,0,Card,2025-09-01 06:13:40.347+00
163,019abac9-846f-75d0-8dfd-bcf9c9457866,214,594405,629000,10,62900,5,28305,0,0,Cash,2025-04-12 01:20:47.047+00
164,019abac9-846f-75d0-8dfd-bcf9c9457866,215,1054935,1182000,15,177300,5,50235,0,0,E-Wallet,2025-05-11 15:55:51.489+00
165,019abac9-846f-75d0-8dfd-bcf9c9457866,216,864675,915000,10,91500,5,41175,0,0,Cash,2026-01-16 12:46:15.269+00
166,019abac9-846f-75d0-8dfd-bcf9c9457866,217,799470,846000,10,84600,5,38070,0,0,E-Wallet,2025-08-25 14:18:02.113+00
167,019abac9-846f-75d0-8dfd-bcf9c9457866,218,765450,810000,10,81000,5,36450,0,0,E-Wallet,2025-10-29 02:19:58.022+00
168,019abac9-846f-75d0-8dfd-bcf9c9457866,222,384300,366000,0,0,5,18300,0,0,Cash,2025-02-02 03:46:00.884+00
169,019abac9-846f-75d0-8dfd-bcf9c9457866,224,1093312.5,1225000,15,183750,5,52062.5,0,0,Cash,2025-10-08 16:03:19.472+00
170,019abac9-846f-75d0-8dfd-bcf9c9457866,226,57750,55000,0,0,5,2750,0,0,Card,2025-10-07 14:50:36.974+00
171,019abac9-846f-75d0-8dfd-bcf9c9457866,227,1212907.5,1359000,15,203850,5,57757.5,0,0,E-Wallet,2025-09-01 14:54:38.395+00
172,019abac9-846f-75d0-8dfd-bcf9c9457866,228,850500,900000,10,90000,5,40500,0,0,E-Wallet,2025-04-23 22:05:42.763+00
173,019abac9-846f-75d0-8dfd-bcf9c9457866,229,744660,788000,10,78800,5,35460,0,0,Card,2025-03-03 16:48:59.800+00
174,019abac9-846f-75d0-8dfd-bcf9c9457866,230,704025,745000,10,74500,5,33525,0,0,Card,2025-10-12 12:50:30.684+00
175,019abac9-846f-75d0-8dfd-bcf9c9457866,231,1210230,1356000,15,203400,5,57630,0,0,Cash,2025-03-05 23:37:43.340+00
176,019abac9-846f-75d0-8dfd-bcf9c9457866,232,1162927.5,1303000,15,195450,5,55377.5,0,0,Cash,2025-09-06 13:04:48.087+00
177,019abac9-846f-75d0-8dfd-bcf9c9457866,233,488250,465000,0,0,5,23250,0,0,Cash,2025-02-18 09:42:29.025+00
178,019abac9-846f-75d0-8dfd-bcf9c9457866,235,1305727.5,1463000,15,219450,5,62177.5,0,0,Card,2025-12-31 18:15:23.596+00
179,019abac9-846f-75d0-8dfd-bcf9c9457866,236,634095,671000,10,67100,5,30195,0,0,Cash,2026-01-08 02:59:52.709+00
180,019abac9-846f-75d0-8dfd-bcf9c9457866,237,1818915,2038000,15,305700,5,86615,0,0,Cash,2025-03-16 04:44:48.644+00
181,019abac9-846f-75d0-8dfd-bcf9c9457866,238,653940,692000,10,69200,5,31140,0,0,Cash,2025-03-15 20:03:55.746+00
182,019abac9-846f-75d0-8dfd-bcf9c9457866,239,462000,440000,0,0,5,22000,0,0,Card,2025-03-06 00:15:02.056+00
183,019abac9-846f-75d0-8dfd-bcf9c9457866,243,1632382.5,1829000,15,274350,5,77732.5,0,0,E-Wallet,2025-09-29 00:00:01.819+00
184,019abac9-846f-75d0-8dfd-bcf9c9457866,244,897750,950000,10,95000,5,42750,0,0,Card,2025-05-21 23:58:21.595+00
185,019abac9-846f-75d0-8dfd-bcf9c9457866,245,683235,723000,10,72300,5,32535,0,0,E-Wallet,2025-10-27 12:07:24.825+00
186,019abac9-846f-75d0-8dfd-bcf9c9457866,247,1660050,1860000,15,279000,5,79050,0,0,Card,2025-11-17 17:23:19.551+00
187,019abac9-846f-75d0-8dfd-bcf9c9457866,249,780570,826000,10,82600,5,37170,0,0,Cash,2025-11-16 06:58:50.275+00
188,019abac9-846f-75d0-8dfd-bcf9c9457866,250,941587.5,1055000,15,158250,5,44837.5,0,0,E-Wallet,2025-12-06 06:44:54.377+00
189,019abac9-846f-75d0-8dfd-bcf9c9457866,252,1577940,1768000,15,265200,5,75140,0,0,Cash,2025-02-24 21:42:59.538+00
