id,customer_id,dish_id,order_id,rating,comment,created_at
111,45,30,1113,4,,2025-10-14 00:19:49.629+00
112,13,23,1115,5,,2025-07-17 04:20:35.762+00
113,3,33,1117,5,,2025-12-04 17:22:47.282+00
114,30,10,1122,4,Món ăn ngon!,2025-11-16 13:12:09.270+00
115,20,16,1138,4,Món ăn ngon!,2025-02-19 00:37:48.922+00
116,33,17,1151,4,Sẽ quay lại,2025-03-12 13:36:09.500+00
117,3,19,1157,5,,2025-12-10 14:34:56.357+00
118,17,19,1158,4,Tuyệt vời!,2025-06-10 08:17:36.402+00
119,12,17,1178,4,Sẽ quay lại,2025-08-14 04:22:26.380+00
120,12,7,1183,3,Cần cải thiện,2025-10-05 01:34:59.954+00
121,24,16,1194,5,Món ăn ngon!,2025-03-07 23:25:44.803+00
122,23,4,1206,3,,2025-05-07 23:27:41.534+00
123,27,21,1226,5,,2025-12-07 13:53:53.448+00
124,15,16,1236,5,,2025-09-20 22:03:06.579+00
125,11,30,1252,2,Bình thường,2025-11-01 18:53:35.077+00
126,19,4,1261,5,Món ăn ngon!,2025-04-16 12:08:04.601+00
127,44,15,1262,4,Tuyệt vời!,2025-06-04 22:42:20.795+00
128,14,4,1268,5,Món ăn ngon!,2025-05-21 10:54:56.993+00
129,48,4,1272,5,Món ăn ngon!,2025-02-19 14:41:03.469+00
130,37,31,1274,1,,2025-06-03 17:52:27.765+00
131,21,10,1285,3,Bình thường,2025-10-20 15:39:03.983+00
132,16,16,1286,4,Món ăn ngon!,2025-07-14 07:02:35.424+00
133,40,24,1293,5,,2025-04-10 22:25:13.802+00
134,3,23,1297,5,Sẽ quay lại,2025-07-07 13:27:20.381+00
135,8,24,1307,4,,2025-08-24 19:29:40.976+00
136,28,18,1323,4,,2025-08-06 01:09:33.901+00
137,31,10,1349,4,Tuyệt vời!,2025-11-18 04:27:54.419+00
138,15,1,1359,4,,2025-11-07 04:05:04.268+00
139,48,25,1365,4,,2025-03-30 13:18:32.204+00
140,31,12,1372,4,,2025-03-25 17:53:49.298+00
141,47,4,1380,4,Sẽ quay lại,2025-03-27 13:58:12.726+00
142,42,34,1390,5,Tuyệt vời!,2025-06-03 03:36:25.384+00
143,39,3,1405,4,Sẽ quay lại,2025-03-12 02:04:02.462+00
144,8,30,1410,2,,2025-11-22 17:28:05.896+00
145,8,26,1417,4,Món ăn ngon!,2025-04-30 14:50:25.036+00
146,50,19,1424,1,Bình thường,2025-04-21 21:01:04.874+00
147,32,1,1426,5,,2025-02-18 10:57:28.030+00
148,33,35,1428,3,Bình thường,2025-11-26 03:00:55.037+00
149,39,35,1439,4,Sẽ quay lại,2025-11-24 00:48:56.718+00
150,42,25,1449,5,Món ăn ngon!,2025-04-24 13:21:14.940+00
151,4,10,1454,5,Món ăn ngon!,2025-02-05 11:15:09.425+00
152,2,7,1455,3,,2026-01-12 07:12:18.089+00
153,9,12,1458,3,Bình thường,2025-08-04 09:55:03.894+00
154,32,6,1460,5,Món ăn ngon!,2025-07-04 21:47:24.112+00
155,6,17,1490,3,,2025-11-12 23:08:32.684+00
156,20,29,1497,4,Sẽ quay lại,2025-08-01 11:07:35.765+00
157,47,21,1498,5,Món ăn ngon!,2025-11-29 20:12:16.750+00
158,45,7,1544,2,Bình thường,2025-01-17 21:06:37.668+00
159,15,9,1585,4,Sẽ quay lại,2026-01-04 02:02:56.856+00
160,12,31,1591,4,,2025-11-20 11:48:24.317+00
161,46,29,1595,4,Sẽ quay lại,2025-09-27 20:14:20.570+00
162,16,34,1597,4,Sẽ quay lại,2025-02-11 23:04:36.131+00
163,18,3,1599,3,Bình thường,2025-10-07 03:42:35.244+00
164,42,23,1615,4,Món ăn ngon!,2025-05-11 05:53:31.030+00
165,31,3,1624,5,,2025-06-09 14:55:08.037+00
166,32,34,1633,5,,2025-05-30 00:28:07.193+00
167,31,8,1634,4,Món ăn ngon!,2025-06-21 06:29:14.480+00
168,5,15,1637,5,Sẽ quay lại,2026-01-12 05:16:07.079+00
169,17,18,1648,5,Tuyệt vời!,2025-03-28 00:29:38.346+00
170,2,22,1652,4,,2025-06-21 20:01:48.770+00
171,49,9,1658,4,,2025-06-27 15:07:31.789+00
172,13,8,1672,2,Cần cải thiện,2025-04-10 09:00:35.240+00
173,30,20,1677,5,,2025-01-28 20:22:50.344+00
174,1,24,1685,3,,2025-02-03 06:30:51.908+00
175,38,25,1696,3,Bình thường,2026-01-09 19:33:14.300+00
176,38,14,1722,5,Món ăn ngon!,2025-02-13 03:04:44.182+00
177,27,19,1725,4,Tuyệt vời!,2025-09-14 14:16:27.574+00
178,38,21,1746,5,Món ăn ngon!,2025-06-11 23:56:27.698+00
179,48,30,1749,5,,2025-12-30 22:43:33.424+00
180,47,23,1751,5,Tuyệt vời!,2025-06-12 03:37:26.795+00
181,12,13,1752,4,Sẽ quay lại,2025-06-19 11:53:49.070+00
182,2,22,1754,5,Tuyệt vời!,2025-05-14 23:57:21.427+00
183,6,32,1770,5,Tuyệt vời!,2025-06-08 21:54:55.914+00
184,37,18,1782,4,,2025-04-14 08:20:24.859+00
185,50,11,1791,4,Tuyệt vời!,2025-02-22 22:42:55.625+00
186,42,19,1797,4,,2025-11-24 02:30:27.956+00
187,21,35,1816,5,Món ăn ngon!,2025-06-15 05:03:27.784+00
188,36,13,1840,5,Tuyệt vời!,2025-05-20 04:51:45.712+00
189,16,3,1852,5,Tuyệt vời!,2025-12-23 20:11:57.652+00
190,28,7,1857,4,Sẽ quay lại,2025-02-14 15:09:50.514+00
191,43,7,1891,4,Tuyệt vời!,2025-01-19 22:29:38.252+00
192,50,27,1894,5,Món ăn ngon!,2025-09-26 20:43:30.369+00
193,6,13,1899,4,Món ăn ngon!,2025-07-08 18:32:57.147+00
194,37,4,1912,5,Món ăn ngon!,2025-11-15 07:02:56.923+00
195,26,6,1923,5,Sẽ quay lại,2025-10-18 17:50:22.698+00
196,46,7,1926,2,,2025-11-24 01:29:11.710+00
197,18,9,1931,5,,2025-07-13 20:40:43.205+00
198,25,29,1951,4,,2025-01-17 22:09:08.225+00
199,11,34,1980,4,,2025-04-10 08:30:32.261+00
200,30,22,1981,5,Món ăn ngon!,2025-03-28 11:15:08.129+00
201,2,13,1990,5,,2025-01-23 05:15:43.581+00
202,26,28,1991,5,Tuyệt vời!,2025-12-18 05:29:25.769+00
203,13,33,1994,1,Bình thường,2026-01-11 07:40:41.243+00
204,48,15,2012,3,Cần cải thiện,2025-11-09 23:45:37.622+00
205,42,1,2040,5,Sẽ quay lại,2025-12-08 01:33:02.993+00
206,2,4,2071,2,Cần cải thiện,2025-06-26 07:03:36.495+00
207,19,16,2075,4,Sẽ quay lại,2025-08-29 22:25:31.028+00
208,30,3,2077,5,Món ăn ngon!,2025-03-03 06:32:36.099+00
209,31,20,2089,4,Món ăn ngon!,2025-08-17 05:12:41.456+00
210,5,15,2094,5,,2025-10-12 16:42:28.780+00
211,48,34,2117,3,,2025-11-23 16:29:46.822+00
212,43,27,2135,4,Tuyệt vời!,2026-01-11 22:42:47.975+00
213,40,3,2140,5,Sẽ quay lại,2025-07-27 08:17:05.219+00
214,44,28,2145,5,Sẽ quay lại,2025-12-26 18:30:14.558+00
215,48,34,2191,4,Món ăn ngon!,2025-03-26 08:05:45.877+00
216,6,22,2203,4,Tuyệt vời!,2025-04-11 12:13:13.420+00
217,22,12,2217,4,Sẽ quay lại,2025-12-14 21:20:32.855+00
218,20,17,2228,4,Sẽ quay lại,2025-05-14 19:53:05.709+00
219,49,15,2253,5,Sẽ quay lại,2025-04-14 09:28:43.347+00
220,26,30,2256,3,Cần cải thiện,2025-02-23 18:36:31.584+00
221,34,20,2258,4,,2025-03-18 08:32:29.717+00
222,27,2,2270,4,,2025-12-10 11:51:05.452+00
223,48,2,2288,4,Món ăn ngon!,2025-10-01 12:00:37.938+00
224,49,11,2303,4,Sẽ quay lại,2025-09-21 06:47:47.726+00
225,37,13,2311,5,,2025-09-26 23:09:54.492+00
226,29,15,2334,5,Món ăn ngon!,2025-02-19 14:43:34.676+00
227,8,29,2336,2,Bình thường,2025-10-10 01:28:53.825+00
228,1,9,2344,4,,2025-02-19 08:24:19.015+00
229,4,15,2348,5,,2025-05-13 05:03:48.014+00
230,41,30,2378,4,Tuyệt vời!,2025-10-26 20:25:32.621+00
231,14,34,2379,4,Tuyệt vời!,2025-02-11 05:57:44.700+00
232,19,14,2401,4,,2025-04-06 14:21:38.247+00
233,40,27,2430,4,Món ăn ngon!,2025-01-22 21:37:10.696+00
234,40,28,2431,5,,2025-05-29 05:15:48.923+00
235,17,24,2435,4,Món ăn ngon!,2025-03-04 10:39:13.651+00
236,47,4,2443,2,Cần cải thiện,2025-11-10 10:30:51.916+00
237,15,34,2444,5,Sẽ quay lại,2025-02-08 03:18:39.309+00
238,20,12,2450,5,Tuyệt vời!,2025-02-20 01:04:22.030+00
239,25,4,2506,5,,2025-02-11 03:05:32.486+00
240,8,4,2516,4,,2025-07-03 00:03:42.283+00
241,9,27,2520,3,Cần cải thiện,2025-10-10 07:06:58.296+00
242,26,3,2526,4,Tuyệt vời!,2025-11-11 05:11:36.859+00
243,16,34,2540,5,Món ăn ngon!,2025-12-13 17:26:59.620+00
244,50,17,2545,3,Cần cải thiện,2025-04-10 20:01:26.111+00
245,39,31,2548,3,,2025-05-29 10:56:25.807+00
246,4,32,2555,5,Tuyệt vời!,2025-04-05 11:50:40.580+00
247,32,7,2558,5,Món ăn ngon!,2025-11-25 09:19:01.392+00
248,12,3,2561,5,,2025-02-24 12:57:02.369+00
249,10,18,2563,5,Tuyệt vời!,2025-05-30 21:09:20.393+00
250,44,4,2602,5,Tuyệt vời!,2025-04-28 22:19:23.946+00
251,37,19,2622,4,,2025-05-26 19:13:20.462+00
252,5,4,2627,5,,2025-05-14 11:03:59.367+00
253,46,1,2628,5,Món ăn ngon!,2025-03-05 07:02:16.573+00
254,28,17,2630,4,Sẽ quay lại,2025-03-20 23:45:28.664+00
255,45,31,2635,4,,2025-12-03 03:04:17.049+00
256,9,34,2640,3,Bình thường,2025-02-21 04:59:19.256+00
257,24,7,2666,4,Món ăn ngon!,2025-04-28 00:26:49.402+00
258,12,1,2676,5,,2025-02-20 06:57:55.172+00
259,21,30,2681,4,Tuyệt vời!,2025-07-04 17:11:00.068+00
260,27,30,2703,4,Món ăn ngon!,2025-04-11 19:12:59.056+00
261,49,4,2714,5,,2025-01-25 20:54:06.066+00
262,49,10,2722,5,,2025-04-21 01:33:44.766+00
263,33,28,2729,3,Bình thường,2025-07-29 09:43:39.232+00
264,1,26,2750,3,,2025-10-13 18:09:46.894+00
265,45,13,2751,4,Tuyệt vời!,2025-07-27 18:13:35.168+00
266,22,13,2763,1,Bình thường,2025-05-26 05:28:34.403+00
267,50,6,2775,5,Sẽ quay lại,2025-11-25 09:59:48.817+00
268,38,4,2783,5,Món ăn ngon!,2025-02-24 01:51:59.474+00
269,19,14,2794,5,Món ăn ngon!,2025-10-04 23:32:59.289+00
270,14,29,2798,4,Món ăn ngon!,2025-11-03 02:17:45.961+00
271,37,7,2809,4,Tuyệt vời!,2025-03-10 14:33:18.959+00
272,36,11,2830,3,Bình thường,2025-07-03 19:52:01.240+00
273,15,8,2843,5,Món ăn ngon!,2025-01-28 14:47:16.191+00
274,50,18,2848,4,Tuyệt vời!,2025-12-10 16:31:11.109+00
275,6,3,2849,5,Sẽ quay lại,2025-04-22 01:34:55.005+00
276,7,2,2857,4,Tuyệt vời!,2025-09-21 08:18:57.620+00
277,40,11,2861,4,,2025-02-25 16:29:13.322+00
278,45,6,2887,4,Món ăn ngon!,2025-03-21 05:23:37.595+00
279,1,7,2889,5,,2025-04-09 12:30:34.639+00
280,26,33,2892,3,Cần cải thiện,2025-06-20 12:13:41.248+00
281,41,1,2914,5,Sẽ quay lại,2025-03-22 00:43:33.600+00
282,33,24,2917,5,,2025-07-07 04:20:15.437+00
283,6,21,2941,4,Món ăn ngon!,2025-07-20 02:05:06.391+00
284,26,19,2951,1,,2025-06-07 15:29:45.711+00
285,21,1,2963,3,,2025-06-10 09:38:34.683+00
286,13,31,2970,5,Tuyệt vời!,2025-03-19 23:14:15.689+00
287,22,29,2979,2,Cần cải thiện,2025-11-24 08:39:09.909+00
288,11,11,3036,2,Cần cải thiện,2025-06-21 02:25:16.584+00
289,44,25,3052,5,Sẽ quay lại,2025-04-29 18:12:14.316+00
290,6,33,3067,4,Sẽ quay lại,2025-04-23 14:59:26.687+00
291,39,33,3068,5,Món ăn ngon!,2025-12-07 19:30:25.219+00
292,31,26,3073,5,Tuyệt vời!,2025-10-08 21:12:18.784+00
293,21,31,3082,5,Tuyệt vời!,2025-08-29 08:04:35.281+00
294,19,27,3085,3,Bình thường,2025-05-27 06:01:28.981+00
295,17,30,3104,3,Cần cải thiện,2025-05-12 13:53:19.558+00
296,11,12,3109,3,,2026-01-07 06:26:33.127+00
297,39,13,3110,5,Tuyệt vời!,2025-09-21 21:13:53.518+00
298,30,22,3114,4,Tuyệt vời!,2025-01-24 06:43:39.453+00
299,10,13,3115,3,,2025-06-06 15:18:42.971+00
300,8,8,3126,5,Món ăn ngon!,2025-05-05 11:40:57.318+00
301,39,15,3128,4,Món ăn ngon!,2025-12-09 09:22:55.217+00
302,3,4,3129,4,Tuyệt vời!,2025-03-08 01:49:27.085+00
303,4,29,3137,5,Sẽ quay lại,2025-08-10 23:01:02.903+00
304,1,32,3152,5,Món ăn ngon!,2025-08-07 03:18:38.716+00
305,19,3,3153,2,Bình thường,2025-08-25 06:56:42.762+00
306,43,10,3172,4,,2025-08-16 16:11:40.863+00
307,35,7,3176,4,Món ăn ngon!,2025-09-29 04:33:05.405+00
308,6,28,3188,4,Sẽ quay lại,2025-08-04 23:03:53.817+00
309,2,1,3207,5,Sẽ quay lại,2026-01-10 09:39:03.608+00
310,16,26,3219,3,Bình thường,2025-10-10 19:15:27.576+00
311,24,20,3220,5,,2025-03-27 16:59:44.461+00
312,3,30,3259,4,Sẽ quay lại,2025-05-29 19:20:16.288+00
313,41,35,3264,3,Bình thường,2025-08-04 14:39:00.896+00
314,40,29,3272,5,Sẽ quay lại,2025-09-14 16:23:51.647+00
315,24,12,3286,2,Bình thường,2025-02-11 04:33:31.321+00
316,16,3,3310,5,,2025-09-25 03:32:11.492+00
317,17,25,3317,5,,2026-01-13 16:01:44.329+00
318,35,12,3320,5,Tuyệt vời!,2025-06-22 14:11:46.135+00
319,6,18,3326,4,Tuyệt vời!,2025-03-27 09:28:13.847+00
320,45,14,3329,4,Sẽ quay lại,2025-10-15 03:20:46.144+00
321,37,18,3349,5,,2025-12-07 01:30:07.535+00
322,44,26,3353,3,,2025-01-17 07:03:20.009+00
323,39,32,3356,4,,2025-04-10 09:28:50.845+00
324,11,14,3358,5,Tuyệt vời!,2025-02-04 04:49:56.826+00
325,8,6,3401,5,Sẽ quay lại,2025-04-09 21:03:56.113+00
326,44,4,3403,4,Món ăn ngon!,2025-04-03 16:22:53.939+00
327,18,5,3405,5,Món ăn ngon!,2026-01-01 01:56:36.321+00
328,25,24,3432,5,Món ăn ngon!,2025-06-18 10:57:46.949+00
329,38,27,3435,5,Món ăn ngon!,2025-05-15 10:00:46.368+00
330,49,25,3445,5,Sẽ quay lại,2025-05-25 16:29:39.853+00
331,35,4,3447,2,Bình thường,2025-06-24 20:47:29.289+00
332,41,25,3450,3,Bình thường,2025-04-02 23:40:07.889+00
333,2,33,3452,5,Sẽ quay lại,2025-02-03 11:34:21.186+00
334,35,31,3467,3,Bình thường,2026-01-12 07:05:59.810+00
335,34,31,3493,5,,2025-03-20 08:42:23.723+00
336,5,22,3500,4,,2025-11-22 19:50:44.995+00
337,30,5,3501,5,,2025-10-09 23:35:05.728+00
338,48,8,3504,4,Món ăn ngon!,2025-11-09 13:46:44.166+00
339,7,32,3512,5,,2026-01-16 01:22:16.305+00
340,27,15,3567,4,,2025-04-04 15:55:19.339+00
341,24,8,3574,4,,2025-10-09 22:37:38.377+00
342,11,9,3593,5,,2025-07-19 15:33:26.402+00
343,34,7,3604,4,Món ăn ngon!,2025-07-19 03:15:48.596+00
344,39,26,3608,2,,2025-04-01 05:09:18.928+00
345,22,13,3614,4,Tuyệt vời!,2025-06-10 09:34:42.131+00
346,30,3,3617,5,Tuyệt vời!,2025-04-15 14:58:08.784+00
347,15,6,3620,3,,2025-12-12 18:38:06.977+00
348,33,8,3636,5,Món ăn ngon!,2025-06-12 08:56:09.465+00
349,19,32,3645,4,,2025-11-26 21:17:08.424+00
350,44,6,3661,5,,2025-03-08 17:07:13.328+00
351,40,1,3685,5,,2025-05-11 22:00:51.770+00
352,40,20,3704,4,Món ăn ngon!,2025-09-04 01:28:56.123+00
353,11,35,3714,5,,2025-11-01 16:59:16.614+00
354,33,2,3722,5,Tuyệt vời!,2025-09-15 23:22:30.469+00
355,17,31,3750,3,Bình thường,2025-10-14 04:15:11.802+00
356,48,19,3780,3,Bình thường,2025-11-06 11:36:54.942+00
357,23,4,3781,5,Tuyệt vời!,2025-05-25 20:15:59.172+00
358,20,35,3784,5,Món ăn ngon!,2025-04-18 21:36:10.659+00
359,44,21,3814,4,Sẽ quay lại,2025-09-09 03:37:05.649+00
360,33,10,3820,2,Bình thường,2025-11-27 05:11:16.932+00
361,19,30,3850,4,,2026-01-03 08:35:23.526+00
362,34,20,3883,2,Bình thường,2025-03-22 11:29:01.596+00
363,17,25,3932,4,Sẽ quay lại,2025-04-07 07:07:54.704+00
364,48,30,3933,5,Món ăn ngon!,2025-10-08 13:26:04.882+00
365,13,27,3937,5,Tuyệt vời!,2026-01-07 02:17:23.462+00
366,13,3,3948,4,,2025-02-23 16:32:04.779+00
367,39,2,3949,5,,2025-07-05 20:59:57.082+00
368,48,1,3954,4,Tuyệt vời!,2025-07-22 06:52:14.692+00
369,32,27,3970,5,,2025-10-09 12:18:46.586+00
370,42,7,3975,5,Sẽ quay lại,2025-04-09 14:10:47.919+00
371,50,24,3990,2,,2025-06-18 23:14:22.825+00
372,13,16,4018,5,Tuyệt vời!,2025-03-27 03:37:21.680+00
373,8,5,4026,3,,2025-02-23 15:37:44.427+00
374,43,9,4027,3,Cần cải thiện,2026-01-15 18:41:45.138+00
375,34,11,4035,4,Món ăn ngon!,2025-09-09 22:39:06.551+00
376,32,23,4039,4,Tuyệt vời!,2025-07-12 15:30:31.455+00
377,17,7,4041,1,Cần cải thiện,2025-09-14 02:39:58.466+00
378,21,25,4061,5,Tuyệt vời!,2025-04-11 05:15:27.040+00
379,31,1,4084,3,Bình thường,2025-06-19 20:42:39.224+00
380,14,14,4092,5,,2025-09-11 00:32:55.275+00
381,1,19,4118,3,Cần cải thiện,2025-12-05 07:47:21.458+00
382,46,5,4122,4,Sẽ quay lại,2025-07-01 00:12:49.965+00
383,46,7,4139,5,Sẽ quay lại,2025-10-27 08:55:32.386+00
384,26,34,4149,4,Sẽ quay lại,2025-07-03 15:11:28.834+00
385,27,31,4173,5,Món ăn ngon!,2025-02-25 08:19:02.194+00
386,23,6,4175,5,,2026-01-16 07:26:53.108+00
387,41,8,4177,5,Tuyệt vời!,2025-11-06 21:41:04.988+00
388,33,17,4184,5,,2025-08-06 17:35:04.539+00
389,10,5,4192,4,Món ăn ngon!,2025-03-16 11:35:13.452+00
390,4,6,4195,3,,2025-10-21 04:19:32.252+00
391,9,21,4196,3,Cần cải thiện,2025-11-15 14:30:28.968+00
392,12,30,4209,4,Sẽ quay lại,2025-03-28 08:18:46.479+00
393,29,7,4233,4,Món ăn ngon!,2025-03-17 13:55:30.483+00
394,31,2,4257,2,,2025-08-09 00:12:04.970+00
395,19,7,4270,5,Sẽ quay lại,2025-03-13 17:41:49.535+00
396,37,8,4271,4,,2025-04-06 07:53:10.082+00
397,43,9,4297,5,Sẽ quay lại,2025-04-16 23:05:11.481+00
398,9,32,4299,5,Tuyệt vời!,2025-10-02 00:25:30.319+00
399,11,25,4315,5,Món ăn ngon!,2025-07-19 07:58:14.427+00
400,32,16,4329,5,Sẽ quay lại,2025-08-10 05:57:24.182+00
401,43,3,4351,2,,2025-03-22 23:06:41.231+00
